#OpName                       	#InvokeCount	#Duration(us): Sum/Mean/Min/Max
fused_shape_of_7              	4         	1.843/0.46075/0.285/0.716
fused_concatenate_7           	1         	1.786/1.786/1.786/1.786
shape_func_dyn_reshape_1      	1         	1.755/1.755/1.755/1.755
shape_func_vision_get_valid_counts	2         	1.734/0.867/0.814/0.92
shape_func_divide_expand_dims_multiply_expand_dims_add_divide_clip_exp_expand_di_15411288564710615775_	1         	1.676/1.676/1.676/1.676
shape_func_vision_non_max_suppression	2         	1.663/0.8315/0.732/0.931
shape_func_vision_roi_align_5 	1         	1.661/1.661/1.661/1.661
shape_func_nn_conv2d_transpose_add_nn_relu	1         	1.62/1.62/1.62/1.62
fused_take_cast_expand_dims_take_cast_expand_dims_take_cast_expand_dims_concaten_10869151023261452404_	1         	1.59/1.59/1.59/1.59
shape_func_nn_dense_add_nn_relu_1	1         	1.583/1.583/1.583/1.583
shape_func_split_squeeze_cast 	3         	1.548/0.516/0.449/0.605
shape_func_nn_dense_add       	1         	1.527/1.527/1.527/1.527
shape_func_nn_contrib_conv2d_NCHWc_add	1         	1.514/1.514/1.514/1.514
shape_func_take_take_add_multiply_take_take_subtract_multiply_take_add_cast_cast_17625094857328918560_	1         	1.49/1.49/1.49/1.49
shape_func_expand_dims        	2         	1.45/0.725/0.497/0.953
shape_func_dyn_strided_slice_3	2         	1.446/0.723/0.656/0.79
shape_func_adv_index_2        	1         	1.44/1.44/1.44/1.44
shape_func_nn_dense_add_nn_relu	1         	1.422/1.422/1.422/1.422
shape_func_greater            	1         	1.412/1.412/1.412/1.412
shape_func_nn_pad             	1         	1.406/1.406/1.406/1.406
shape_func_strided_slice_adv_index	1         	1.381/1.381/1.381/1.381
fused_scatter_2               	2         	1.371/0.6855/0.661/0.71
shape_func_full_like_concatenate_concatenate_concatenate	2         	1.34/0.67/0.54/0.8
shape_func_take_take_subtract_1	1         	1.33/1.33/1.33/1.33
fused_shape_of_9              	1         	1.285/1.285/1.285/1.285
shape_func_dyn_strided_slice_7	1         	1.22/1.22/1.22/1.22
shape_func_dyn_full_1         	2         	1.206/0.603/0.445/0.761
fused_ndarray_size_equal      	2         	1.176/0.588/0.441/0.735
shape_func_dyn_strided_slice_5	1         	1.165/1.165/1.165/1.165
shape_func_adv_index_split_squeeze_adv_index_expand_dims_expand_dims_add_concate_2747291303629872357_	1         	1.116/1.116/1.116/1.116
shape_func_reshape_squeeze    	1         	1.08/1.08/1.08/1.08
fused_shape_of_10             	1         	1.072/1.072/1.072/1.072
shape_func_layout_transform_2 	1         	1.023/1.023/1.023/1.023
shape_func_layout_transform_1 	1         	1.01/1.01/1.01/1.01
shape_func_adv_index_1        	2         	1.002/0.501/0.356/0.646
fused_shape_of_3              	2         	1.001/0.5005/0.495/0.506
shape_func_full_full_full_full_full_concatenate_reshape_cast_broadcast_to_like_a_13772391091393612541_	1         	0.988/0.988/0.988/0.988
shape_func_nn_dense_add_1     	1         	0.971/0.971/0.971/0.971
fused_shape_of_5              	2         	0.969/0.4845/0.399/0.57
shape_func_layout_transform_3 	1         	0.968/0.968/0.968/0.968
shape_func_vision_roi_align_4 	1         	0.967/0.967/0.967/0.967
fused_take_add_cast_expand_dims	1         	0.965/0.965/0.965/0.965
shape_func_take_take_subtract_greater_equal_cast_take_take_subtract_greater_equa_8239353952889958563_	1         	0.933/0.933/0.933/0.933
shape_func_take_multiply_add_1	1         	0.899/0.899/0.899/0.899
shape_func_dyn_strided_slice_8	1         	0.87/0.87/0.87/0.87
shape_func_dyn_strided_slice_9	1         	0.842/0.842/0.842/0.842
shape_func_reshape_3          	1         	0.839/0.839/0.839/0.839
shape_func_adv_index          	1         	0.776/0.776/0.776/0.776
shape_func_vision_roi_align_1 	1         	0.756/0.756/0.756/0.756
shape_func_vision_roi_align_6 	1         	0.755/0.755/0.755/0.755
shape_func_vision_roi_align_2 	1         	0.754/0.754/0.754/0.754
shape_func_maximum_minimum_maximum_minimum_stack	1         	0.754/0.754/0.754/0.754
shape_func_layout_transform   	1         	0.75/0.75/0.75/0.75
shape_func_adv_index_adv_index	1         	0.738/0.738/0.738/0.738
shape_func_dyn_reshape_2      	1         	0.722/0.722/0.722/0.722
shape_func_dyn_reshape        	1         	0.697/0.697/0.697/0.697
shape_func_cast_broadcast_to_like	1         	0.691/0.691/0.691/0.691
shape_func_reshape_adv_index_adv_index	1         	0.689/0.689/0.689/0.689
shape_func_vision_roi_align_7 	1         	0.666/0.666/0.666/0.666
shape_func_nn_softmax         	1         	0.66/0.66/0.66/0.66
shape_func_cast_add_multiply  	1         	0.658/0.658/0.658/0.658
shape_func_vision_roi_align   	1         	0.657/0.657/0.657/0.657
shape_func_expand_dims_expand_dims_add_concatenate_expand_dims	1         	0.638/0.638/0.638/0.638
shape_func_reshape_adv_index  	1         	0.635/0.635/0.635/0.635
shape_func_vision_roi_align_3 	1         	0.604/0.604/0.604/0.604
fused_shape_of_11             	1         	0.6/0.6/0.6/0.6
shape_func_sigmoid_layout_transform_concatenate_adv_index	1         	0.588/0.588/0.588/0.588
shape_func_take_take_subtract 	1         	0.578/0.578/0.578/0.578
shape_func_reshape_2          	1         	0.577/0.577/0.577/0.577
shape_func_adv_index_3        	1         	0.509/0.509/0.509/0.509
shape_func_take_multiply_add  	1         	0.508/0.508/0.508/0.508
fused_take_cast               	1         	0.502/0.502/0.502/0.502
shape_func_split_squeeze_multiply_squeeze_multiply_squeeze_multiply_squeeze_mult_625062831022576575_	1         	0.5/0.5/0.5/0.5
shape_func_strided_slice      	1         	0.462/0.462/0.462/0.462
fused_shape_of_8              	1         	0.461/0.461/0.461/0.461
shape_func_full               	1         	0.391/0.391/0.391/0.391
fused_vision_roi_align_7      	1         	0.214/0.214/0.214/0.214
fused_full_2                  	1         	0.181/0.181/0.181/0.181

Total Duration: 1.59803e+06 us.	Total Packed Functions: 8481

ProfileResult(mean=1.5221263166999999, results=(1.51931923, 1.521609547, 1.52125023, 1.520941386, 1.520843853, 1.526357882, 1.522362786, 1.520749986, 1.519124694, 1.52128553, 1.519568386, 1.520507782, 1.521656164, 1.52044458, 1.520259604, 1.521158516, 1.519746597, 1.521004752, 1.519234494, 1.520667862, 1.520734906, 1.52250548, 1.519632556, 1.520839564, 1.519434302, 1.521458073, 1.52043365, 1.521286989, 1.519917752, 1.521018607, 1.518919061, 1.520949947, 1.519976718, 1.522773343, 1.519204958, 1.521065008, 1.521648361, 1.521715791, 1.519376556, 1.521209319, 1.519483075, 1.521155576, 1.518846871, 1.521708781, 1.519225596, 1.521704624, 1.525131182, 1.54322979, 1.540989902, 1.542645636))
