==3960== Profiling application: python maskrcnn_test.py
==3960== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
30.0407s  479.11us            (320 1 1)       (100 1 1)       104  4.9063KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_add_nn_relu_3_kernel0 [863]
30.0413s  190.53us                    -               -         -         -         -  2.0000MB  10.251GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0415s     864ns                    -               -         -         -         -  1.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0415s  305.22us             (80 1 1)       (125 1 1)        63  4.4063KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_4_kernel0 [877]
30.0418s  18.208us            (256 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_image_resize_kernel0 [883]
30.0419s  82.337us                    -               -         -         -         -  1.0000MB  11.861GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0420s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0420s  555.81us            (200 1 1)       (100 1 1)        80  16.500KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_add_kernel0 [897]
30.0426s  70.433us            (256 1 1)      (1024 1 1)        25        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_image_resize_1_kernel0 [903]
30.0427s  41.537us                    -               -         -         -         -  512.00KB  11.755GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0428s     672ns                    -               -         -         -         -  1.0000KB  1.4192GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0428s  922.79us            (400 1 1)       (160 1 1)        96  10.250KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_add_1_kernel0 [917]
30.0437s  281.09us            (256 1 1)      (1024 1 1)        21        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_image_resize_2_kernel0 [923]
30.0440s  21.472us                    -               -         -         -         -  256.00KB  11.370GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0440s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0441s  1.2589ms           (1000 1 1)       (160 1 1)       128  26.000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_add_2_kernel0 [937]
30.0454s  216.19us                    -               -         -         -         -  2.2500MB  10.163GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0456s     672ns                    -               -         -         -         -  1.0000KB  1.4192GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0456s  8.1718ms           (1250 1 1)       (128 1 1)       128  9.7813KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_5_kernel0 [951]
30.0539s  216.23us                    -               -         -         -         -  2.2500MB  10.162GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0541s     928ns                    -               -         -         -         -  1.0000KB  1.0277GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0542s  8.4502ms           (1000 1 1)       (128 1 1)       126  3.1094KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_nn_relu_16_kernel0 [965]
30.0626s  1.6320us                    -               -         -         -         -  12.000KB  7.0123GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0626s     576ns                    -               -         -         -         -       48B  79.473MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0627s  219.14us            (100 1 1)       (400 1 1)        48  6.4375KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_6_kernel0 [979]
30.0630s  217.12us                    -               -         -         -         -  2.2500MB  10.120GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0632s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0632s  2.4943ms            (200 1 1)       (128 1 1)       145  3.4688KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_7_kernel0 [993]
30.0658s  220.67us                    -               -         -         -         -  2.2500MB  9.9571GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0660s     672ns                    -               -         -         -         -  1.0000KB  1.4192GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0660s  2.2914ms            (500 1 1)       (128 1 1)        80  2.7656KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_nn_relu_17_kernel0 [1007]
30.0683s  1.7600us                    -               -         -         -         -  12.000KB  6.5023GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0683s     576ns                    -               -         -         -         -       48B  79.473MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0683s  81.248us            (100 1 1)       (100 1 1)        56  14.000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_8_kernel0 [1021]
30.0686s  217.03us                    -               -         -         -         -  2.2500MB  10.124GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0688s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0688s  848.07us            (100 1 1)       (200 1 1)       120  12.250KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_9_kernel0 [1035]
30.0698s  195.43us                    -               -         -         -         -  2.2500MB  11.243GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0700s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0700s  668.46us            (200 1 1)       (160 1 1)        64  5.3438KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_nn_relu_11_kernel0 [1048]
30.0707s  1.6000us                    -               -         -         -         -  12.000KB  7.1526GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0707s     576ns                    -               -         -         -         -       48B  79.473MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0707s  30.976us             (25 1 1)       (100 1 1)        56  14.000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_10_kernel0 [1062]
30.0709s  217.60us                    -               -         -         -         -  2.2500MB  10.098GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0711s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0711s  333.70us            (160 1 1)       (100 1 1)       134  8.1563KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_11_kernel0 [1076]
30.0715s  193.19us                    -               -         -         -         -  2.2500MB  11.374GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0717s     672ns                    -               -         -         -         -  1.0000KB  1.4192GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0717s  286.31us             (32 1 1)       (100 1 1)       192  12.516KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_nn_relu_18_kernel0 [1090]
30.0720s  1.6000us                    -               -         -         -         -  12.000KB  7.1526GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0720s     544ns                    -               -         -         -         -       48B  84.148MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0720s  21.664us             (20 1 1)       (125 1 1)        40  32.000KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_12_kernel0 [1104]
30.0721s  4.0960us             (43 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_max_pool2d_1_kernel0 [1110]
30.0722s  191.30us                    -               -         -         -         -  2.2500MB  11.486GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0724s     640ns                    -               -         -         -         -  1.0000KB  1.4901GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0724s  176.39us             (16 1 1)       (104 1 1)       168  30.375KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_nn_relu_19_kernel0 [1124]
30.0726s  1.6000us                    -               -         -         -         -  12.000KB  7.1526GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0726s     544ns                    -               -         -         -         -       48B  84.148MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0726s  8.0960us             (26 1 1)        (78 1 1)        32  2.3750KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_13_kernel0 [1138]
30.0727s     864ns                    -               -         -         -         -  3.0000KB  3.3114GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0727s     576ns                    -               -         -         -         -       12B  19.868MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0727s  200.03us            (500 1 1)        (60 1 1)        32  1.2969KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_14_kernel0 [1152]
30.0729s     832ns                    -               -         -         -         -  3.0000KB  3.4387GB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0729s     576ns                    -               -         -         -         -       12B  19.868MB/s    Pageable      Device  GeForce GTX 107         1         7  [CUDA memcpy HtoD]
30.0729s  71.873us             (50 1 1)        (40 1 1)       128  12.688KB        0B         -           -           -           -  GeForce GTX 107         1         7  fused_nn_conv2d_add_15_kernel0 [1166]
